ID,매물확인방식,보증금,월세,전용면적,해당층,총층,방향,방수,욕실수,주차가능여부,총주차대수,관리비,중개사무소,제공플랫폼,게재일,허위매물여부
TRAIN_1796,전화확인,174500000.0,420000,,5.0,6.0,남동향,2.0,1.0,가능,5.0,2,t73fe0B0C7,E플랫폼,2024-10-13,0
TRAIN_1797,현장확인,71000000.0,320000,17.5,9.0,9.0,서향,1.0,1.0,가능,14.0,0,G52Iz8V2B9,E플랫폼,2024-10-10,0
TRAIN_1798,현장확인,94500000.0,70000,24.24,5.0,6.0,북향,1.0,1.0,가능,50.0,8,G52Iz8V2B9,B플랫폼,2024-06-10,0
TRAIN_1799,서류확인,67000000.0,80000,23.09,8.0,11.0,남동향,1.0,1.0,가능,29.0,10,G52Iz8V2B9,D플랫폼,2023-11-15,0
TRAIN_1800,서류확인,24000000.0,510000,25.56,2.0,8.0,남향,1.0,1.0,불가능,44.0,1,G52Iz8V2B9,B플랫폼,2024-01-05,0
TRAIN_1801,현장확인,172000000.0,610000,45.15,3.0,3.0,북향,1.0,1.0,불가능,,10,W34sN1N8M0,B플랫폼,2024-02-11,1
TRAIN_1802,서류확인,396000000.0,520000,,3.0,6.0,동향,1.0,1.0,불가능,,1,w37Qk3B9D2,B플랫폼,2024-11-08,0
TRAIN_1803,현장확인,371500000.0,90000,17.5,5.0,12.0,남서향,2.0,2.0,가능,47.0,9,G52Iz8V2B9,F플랫폼,2024-02-28,0
TRAIN_1804,현장확인,28000000.0,470000,,3.0,7.0,남향,1.0,1.0,가능,4.0,8,A72Mx9C8U2,A플랫폼,2025-01-15,0
TRAIN_1805,현장확인,81500000.0,300000,,4.0,5.0,동향,2.0,1.0,불가능,,8,U38lq5B5A8,A플랫폼,2024-10-21,0
TRAIN_1806,현장확인,388500000.0,410000,20.51,11.0,16.0,서향,1.0,1.0,가능,8.0,2,G52Iz8V2B9,A플랫폼,2023-09-08,0
TRAIN_1807,현장확인,390500000.0,560000,,2.0,3.0,서향,1.0,1.0,불가능,,0,L43HH2L9R7,B플랫폼,2024-10-06,0
TRAIN_1808,현장확인,138500000.0,460000,32.93,1.0,20.0,북향,1.0,1.0,불가능,38.0,5,G52Iz8V2B9,B플랫폼,2025-01-19,0
TRAIN_1809,전화확인,139500000.0,120000,17.5,7.0,8.0,서향,1.0,1.0,불가능,45.0,3,G52Iz8V2B9,A플랫폼,2024-07-31,0
TRAIN_1810,현장확인,327500000.0,400000,,,5.0,동향,2.0,1.0,가능,5.0,0,x68FU7B0S3,A플랫폼,2024-05-30,1
TRAIN_1811,현장확인,369000000.0,400000,24.01,,10.0,남서향,2.0,1.0,가능,8.0,4,r82ax9M3U3,B플랫폼,2024-08-24,0
TRAIN_1812,현장확인,195000000.0,90000,25.58,7.0,7.0,남동향,2.0,1.0,가능,4.0,12,i23ag3Z3Y7,A플랫폼,2024-12-18,0
TRAIN_1813,현장확인,137500000.0,360000,,4.0,4.0,남향,1.0,1.0,불가능,,0,N45gM0M7R0,B플랫폼,2024-10-27,0
TRAIN_1814,현장확인,124000000.0,200000,,2.0,3.0,남향,2.0,1.0,불가능,,0,w85cb3W8U9,A플랫폼,2024-11-21,0
TRAIN_1815,현장확인,79000000.0,180000,27.36,3.0,10.0,남향,1.0,1.0,불가능,18.0,5,J07Zn4B0R7,C플랫폼,2025-01-22,0
TRAIN_1816,서류확인,196000000.0,690000,,7.0,7.0,북동향,1.0,1.0,불가능,6.0,4,K86UF7I0P3,C플랫폼,2024-08-03,0
TRAIN_1817,현장확인,88000000.0,80000,31.97,2.0,6.0,남동향,1.0,1.0,가능,18.0,10,G52Iz8V2B9,D플랫폼,2024-02-16,0
TRAIN_1818,서류확인,182500000.0,690000,29.98,7.0,9.0,서향,2.0,1.0,가능,,1,g44jq5J7D0,B플랫폼,2024-11-23,0
TRAIN_1819,전화확인,321500000.0,160000,17.5,12.0,14.0,남향,1.0,1.0,가능,104.0,23,z40LO7P9C9,F플랫폼,2024-12-01,0
TRAIN_1820,현장확인,189000000.0,410000,27.16,9.0,10.0,북서향,2.0,1.0,가능,34.0,21,w94Qb4G0K5,B플랫폼,2024-09-18,0
TRAIN_1821,현장확인,377000000.0,130000,17.5,9.0,10.0,남서향,1.0,1.0,불가능,3.0,7,Z78BN7Z0U2,A플랫폼,2024-11-29,0
TRAIN_1822,현장확인,112500000.0,550000,33.21,2.0,5.0,남동향,1.0,1.0,가능,2.0,0,G52Iz8V2B9,E플랫폼,2024-07-09,0
TRAIN_1823,현장확인,86500000.0,710000,19.57,5.0,10.0,서향,1.0,1.0,불가능,41.0,1,G52Iz8V2B9,B플랫폼,2024-09-15,0
TRAIN_1824,현장확인,118000000.0,660000,41.65,,9.0,북향,2.0,1.0,불가능,50.0,6,r82ax9M3U3,B플랫폼,2024-04-16,0
TRAIN_1825,현장확인,154500000.0,520000,17.5,,8.0,북향,1.0,1.0,불가능,4.0,5,o97gJ6P3O8,H플랫폼,2023-12-08,0
TRAIN_1826,현장확인,185500000.0,740000,17.5,8.0,8.0,서향,1.0,1.0,가능,3.0,4,D30QB7N3P2,A플랫폼,2024-07-01,1
TRAIN_1827,현장확인,17000000.0,540000,25.91,3.0,14.0,서향,2.0,2.0,가능,38.0,1,G52Iz8V2B9,E플랫폼,2024-06-19,0
TRAIN_1828,현장확인,405000000.0,90000,22.87,8.0,9.0,남향,2.0,1.0,가능,7.0,11,r16Dr6Z7C3,G플랫폼,2024-11-26,0
TRAIN_1829,현장확인,21000000.0,320000,30.25,2.0,5.0,동향,2.0,2.0,가능,38.0,6,G52Iz8V2B9,A플랫폼,2024-04-25,0
TRAIN_1830,현장확인,325000000.0,270000,20.2,15.0,21.0,남향,1.0,1.0,가능,11.0,0,G52Iz8V2B9,B플랫폼,2024-08-24,0
TRAIN_1831,현장확인,165000000.0,140000,,2.0,4.0,서향,1.0,1.0,불가능,3.0,13,L43HH2L9R7,B플랫폼,2023-06-09,1
TRAIN_1832,현장확인,9500000.0,430000,,4.0,4.0,남향,1.0,1.0,불가능,,4,w37Qk3B9D2,B플랫폼,2024-12-22,0
TRAIN_1833,현장확인,67500000.0,10000,24.85,9.0,9.0,북서향,1.0,1.0,불가능,32.0,10,G52Iz8V2B9,A플랫폼,2024-10-19,0
TRAIN_1834,전화확인,80000000.0,300000,26.78,3.0,15.0,동향,1.0,1.0,불가능,11.0,11,G52Iz8V2B9,A플랫폼,2024-02-15,0
TRAIN_1835,현장확인,134500000.0,450000,,2.0,3.0,북향,2.0,1.0,불가능,,8,N45gM0M7R0,B플랫폼,2024-01-01,0
TRAIN_1836,전화확인,124500000.0,410000,,3.0,4.0,북향,2.0,1.0,불가능,,0,j90UQ8N6M3,B플랫폼,2024-11-04,0
TRAIN_1837,현장확인,25000000.0,480000,29.69,6.0,10.0,서향,1.0,1.0,불가능,47.0,9,G52Iz8V2B9,A플랫폼,2024-04-08,0
TRAIN_1838,현장확인,28500000.0,410000,29.92,4.0,7.0,서향,2.0,1.0,불가능,1.0,7,j90UQ8N6M3,B플랫폼,2023-12-31,0
TRAIN_1839,현장확인,16500000.0,550000,30.78,3.0,4.0,동향,1.0,1.0,불가능,46.0,9,G52Iz8V2B9,A플랫폼,2025-01-11,0
TRAIN_1840,현장확인,13500000.0,350000,,2.0,3.0,서향,2.0,1.0,불가능,,0,w70mw7P2Z8,A플랫폼,2024-12-31,0
TRAIN_1841,현장확인,100500000.0,60000,21.78,2.0,3.0,남향,1.0,1.0,가능,33.0,9,G52Iz8V2B9,C플랫폼,2024-11-09,0
TRAIN_1842,현장확인,120000000.0,110000,24.01,,10.0,남서향,2.0,1.0,가능,8.0,17,r82ax9M3U3,B플랫폼,2024-05-26,1
TRAIN_1843,현장확인,122500000.0,310000,21.06,2.0,17.0,서향,1.0,1.0,가능,7.0,5,G52Iz8V2B9,B플랫폼,2023-09-07,0
TRAIN_1844,현장확인,21000000.0,330000,31.43,6.0,20.0,북동향,1.0,1.0,가능,35.0,1,G52Iz8V2B9,E플랫폼,2024-12-08,0
TRAIN_1845,현장확인,160500000.0,310000,,4.0,6.0,남향,2.0,1.0,가능,,3,N45gM0M7R0,B플랫폼,2024-11-23,0
TRAIN_1846,현장확인,32000000.0,310000,,5.0,7.0,남동향,1.0,1.0,가능,5.0,17,k87TR0Q8N4,A플랫폼,2025-01-12,0
TRAIN_1847,현장확인,113500000.0,690000,26.15,9.0,21.0,북향,1.0,1.0,불가능,10.0,4,G52Iz8V2B9,A플랫폼,2023-08-24,0
TRAIN_1848,현장확인,193500000.0,180000,24.79,2.0,3.0,남향,1.0,1.0,불가능,,0,D23Tf3O2W0,A플랫폼,2024-07-23,0
TRAIN_1849,현장확인,31000000.0,330000,19.55,1.0,13.0,남향,1.0,1.0,불가능,11.0,0,G52Iz8V2B9,B플랫폼,2023-11-13,0
TRAIN_1850,현장확인,340500000.0,580000,32.59,3.0,8.0,동향,1.0,1.0,가능,,2,g44jq5J7D0,B플랫폼,2024-12-11,0
TRAIN_1851,서류확인,13500000.0,290000,17.5,8.0,14.0,남향,1.0,1.0,가능,104.0,17,J07Zn4B0R7,C플랫폼,2024-10-10,0
TRAIN_1852,전화확인,152000000.0,350000,,3.0,6.0,남향,1.0,1.0,불가능,,8,W61Ep0B6G8,B플랫폼,2024-10-29,0
TRAIN_1853,현장확인,17000000.0,270000,,2.0,11.0,남동향,1.0,1.0,가능,21.0,1,Z68ZJ6F6L4,A플랫폼,2024-11-08,0
TRAIN_1854,전화확인,154500000.0,460000,,3.0,4.0,남향,1.0,1.0,불가능,,0,L43HH2L9R7,B플랫폼,2024-10-21,0
TRAIN_1855,전화확인,163000000.0,280000,,,5.0,남서향,1.0,1.0,불가능,1.0,5,q17rh7U2Q9,A플랫폼,2025-01-05,0
TRAIN_1856,전화확인,357500000.0,120000,17.5,3.0,6.0,동향,1.0,1.0,불가능,,9,a15xR3G4V0,A플랫폼,2024-07-19,0
TRAIN_1857,현장확인,135000000.0,290000,29.31,3.0,14.0,남향,1.0,1.0,불가능,40.0,7,G52Iz8V2B9,D플랫폼,2024-02-22,0
TRAIN_1858,현장확인,30000000.0,350000,42.97,4.0,4.0,동향,2.0,1.0,가능,4.0,0,Z68ZJ6F6L4,A플랫폼,2024-11-08,0
TRAIN_1859,서류확인,27500000.0,720000,19.83,2.0,4.0,동향,1.0,1.0,가능,1.0,3,a15xR3G4V0,A플랫폼,2025-01-08,0
TRAIN_1860,현장확인,138000000.0,50000,,5.0,5.0,동향,1.0,1.0,불가능,4.0,8,Q27Pd1N0R1,E플랫폼,2024-10-12,0
TRAIN_1861,현장확인,26000000.0,680000,,3.0,5.0,동향,2.0,1.0,가능,4.0,0,S00TK4T8K2,B플랫폼,2024-10-21,0
TRAIN_1862,현장확인,21500000.0,280000,,,3.0,동향,2.0,1.0,불가능,,0,h32je0U3R6,B플랫폼,2024-12-04,0
TRAIN_1863,서류확인,196000000.0,620000,,3.0,4.0,동향,2.0,1.0,불가능,,3,a15xR3G4V0,A플랫폼,2024-12-13,0
TRAIN_1864,현장확인,397000000.0,490000,,,8.0,서향,1.0,1.0,불가능,5.0,3,D30QB7N3P2,A플랫폼,2023-11-01,0
TRAIN_1865,현장확인,86500000.0,430000,41.8,2.0,3.0,남동향,2.0,1.0,불가능,,0,w85cb3W8U9,A플랫폼,2024-06-25,0
TRAIN_1866,전화확인,128500000.0,570000,29.75,2.0,4.0,남동향,1.0,1.0,불가능,,0,y83fz3N4Q6,B플랫폼,2024-10-18,0
TRAIN_1867,현장확인,177500000.0,120000,17.5,4.0,8.0,서향,1.0,1.0,불가능,4.0,10,M81UG0D1F8,A플랫폼,2024-03-08,1
TRAIN_1868,현장확인,369000000.0,410000,,3.0,4.0,남향,2.0,1.0,가능,5.0,1,Y26fH2C0T6,D플랫폼,2024-08-14,0
TRAIN_1869,현장확인,75000000.0,420000,,2.0,6.0,서향,1.0,1.0,가능,,6,N45gM0M7R0,B플랫폼,2024-10-15,0
TRAIN_1870,현장확인,24000000.0,700000,33.05,2.0,3.0,동향,2.0,1.0,불가능,2.0,0,y20fU5B1A8,F플랫폼,2025-02-09,0
TRAIN_1871,현장확인,174500000.0,110000,17.5,3.0,8.0,남향,1.0,1.0,불가능,9.0,10,G52Iz8V2B9,A플랫폼,2024-05-18,0
TRAIN_1872,현장확인,27000000.0,210000,26.15,7.0,19.0,서향,2.0,1.0,가능,31.0,4,G52Iz8V2B9,B플랫폼,2024-12-20,0
TRAIN_1873,현장확인,150500000.0,390000,,3.0,7.0,동향,1.0,1.0,가능,4.0,7,h29Tb4Z5T5,B플랫폼,2025-02-13,0
TRAIN_1874,전화확인,121500000.0,500000,26.13,3.0,3.0,북동향,2.0,2.0,불가능,38.0,5,G52Iz8V2B9,A플랫폼,2023-12-21,0
TRAIN_1875,현장확인,24500000.0,460000,22.45,8.0,10.0,서향,1.0,1.0,가능,49.0,8,G52Iz8V2B9,A플랫폼,2024-07-11,0
TRAIN_1876,현장확인,176000000.0,560000,27.36,3.0,10.0,동향,1.0,1.0,불가능,18.0,9,S30er7F3P4,E플랫폼,2024-08-24,0
TRAIN_1877,전화확인,20000000.0,490000,,3.0,5.0,남서향,2.0,1.0,가능,,0,r96CF3I0N9,B플랫폼,2024-11-17,0
TRAIN_1878,전화확인,359000000.0,90000,17.5,8.0,9.0,남향,1.0,1.0,가능,4.0,0,w94Qb4G0K5,A플랫폼,2024-10-16,0
TRAIN_1879,현장확인,127000000.0,300000,28.03,12.0,18.0,남향,1.0,1.0,불가능,47.0,5,G52Iz8V2B9,A플랫폼,2023-09-06,0
TRAIN_1880,현장확인,97000000.0,230000,,4.0,4.0,북서향,1.0,1.0,가능,2.0,16,S06Ox3K4D9,A플랫폼,2024-08-31,0
TRAIN_1881,서류확인,22000000.0,470000,19.8,3.0,6.0,남향,1.0,1.0,불가능,4.0,10,l84az9J6A2,C플랫폼,2024-10-06,0
TRAIN_1882,서류확인,141500000.0,150000,,6.0,6.0,북향,1.0,1.0,불가능,,10,N45gM0M7R0,B플랫폼,2024-11-29,0
TRAIN_1883,전화확인,392000000.0,640000,20.69,3.0,3.0,남서향,1.0,1.0,불가능,12.0,0,G52Iz8V2B9,E플랫폼,2025-02-10,0
TRAIN_1884,현장확인,68000000.0,670000,,5.0,6.0,서향,1.0,1.0,불가능,,18,z54Fl0B2P9,A플랫폼,2023-09-15,1
TRAIN_1885,현장확인,105000000.0,660000,17.52,,5.0,서향,1.0,1.0,불가능,8.0,17,M92wE9E7E5,A플랫폼,2023-10-06,1
TRAIN_1886,현장확인,189000000.0,160000,32.59,3.0,9.0,남서향,1.0,1.0,가능,9.0,5,W21YE0L9W3,B플랫폼,2024-08-26,0
TRAIN_1887,서류확인,19000000.0,540000,,2.0,5.0,남동향,1.0,1.0,불가능,,0,w85cb3W8U9,D플랫폼,2024-12-20,0
TRAIN_1888,현장확인,113000000.0,230000,34.94,5.0,12.0,서향,1.0,1.0,가능,50.0,8,G52Iz8V2B9,E플랫폼,2023-11-07,0
TRAIN_1889,현장확인,9000000.0,100000,27.01,3.0,4.0,서향,1.0,1.0,가능,44.0,1,G52Iz8V2B9,C플랫폼,2024-01-16,0
TRAIN_1890,현장확인,9500000.0,660000,25.57,13.0,14.0,남향,1.0,1.0,가능,36.0,2,G52Iz8V2B9,A플랫폼,2024-09-16,0
TRAIN_1891,현장확인,170000000.0,350000,,2.0,3.0,동향,2.0,1.0,가능,1.0,0,b03oE4G3F6,A플랫폼,2024-10-27,0
TRAIN_1892,현장확인,121000000.0,390000,29.98,5.0,6.0,서향,2.0,1.0,불가능,17.0,3,i77IK3Y8B7,G플랫폼,2023-09-09,0
TRAIN_1893,서류확인,8500000.0,120000,17.5,1.0,10.0,동향,1.0,1.0,가능,45.0,13,G52Iz8V2B9,L플랫폼,2024-09-02,0
TRAIN_1894,현장확인,172500000.0,250000,,3.0,4.0,동향,2.0,1.0,불가능,,0,r16Dr6Z7C3,G플랫폼,2024-09-01,0
TRAIN_1895,현장확인,114500000.0,560000,23.59,1.0,8.0,남동향,1.0,1.0,불가능,26.0,12,G52Iz8V2B9,A플랫폼,2024-12-02,0
TRAIN_1896,현장확인,84500000.0,650000,,2.0,3.0,남동향,2.0,1.0,불가능,,0,S06Ox3K4D9,A플랫폼,2024-11-22,0
TRAIN_1897,현장확인,137500000.0,380000,39.12,,14.0,남서향,2.0,1.0,가능,30.0,4,r82ax9M3U3,B플랫폼,2025-01-08,0
TRAIN_1898,현장확인,128500000.0,470000,18.66,4.0,7.0,남서향,2.0,1.0,가능,7.0,14,G52Iz8V2B9,A플랫폼,2024-03-27,0
TRAIN_1899,전화확인,328000000.0,370000,40.31,4.0,6.0,남향,2.0,1.0,가능,26.0,11,r82ax9M3U3,B플랫폼,2024-10-03,0
TRAIN_1900,현장확인,147500000.0,400000,,4.0,5.0,동향,2.0,1.0,가능,5.0,1,U32BI2S7X3,E플랫폼,2024-11-05,0
TRAIN_1901,현장확인,11000000.0,510000,39.66,,3.0,남향,2.0,,가능,1.0,6,v93Nq7T8G6,A플랫폼,2024-04-22,0
TRAIN_1902,서류확인,173000000.0,520000,42.05,3.0,7.0,북향,1.0,1.0,불가능,19.0,0,G52Iz8V2B9,G플랫폼,2024-06-04,0
TRAIN_1903,현장확인,22500000.0,60000,,2.0,3.0,남동향,2.0,1.0,불가능,,0,U93ap2F8Z1,C플랫폼,2024-12-22,0
TRAIN_1904,현장확인,189000000.0,490000,20.13,4.0,6.0,남동향,1.0,1.0,가능,2.0,8,T96lA6S7X2,E플랫폼,2024-12-28,0
TRAIN_1905,현장확인,195500000.0,260000,17.5,,7.0,남향,1.0,1.0,가능,3.0,0,y86qM5T6T6,A플랫폼,2024-07-23,1
TRAIN_1906,현장확인,338000000.0,260000,17.5,20.0,20.0,북향,2.0,1.0,불가능,47.0,7,G52Iz8V2B9,A플랫폼,2024-07-13,0
TRAIN_1907,현장확인,12000000.0,610000,,3.0,5.0,동향,2.0,2.0,가능,6.0,8,I07Ly5R0J1,B플랫폼,2024-08-23,0
TRAIN_1908,서류확인,104000000.0,220000,,5.0,5.0,남서향,2.0,1.0,불가능,,9,z40LO7P9C9,F플랫폼,2024-11-23,0
TRAIN_1909,현장확인,106000000.0,310000,17.5,3.0,5.0,남향,1.0,1.0,불가능,1.0,7,p05gm1I9J3,A플랫폼,2024-03-29,0
TRAIN_1910,현장확인,159500000.0,90000,29.91,6.0,6.0,남동향,2.0,1.0,가능,5.0,15,w85cb3W8U9,A플랫폼,2024-10-06,0
TRAIN_1911,서류확인,180500000.0,50000,20.08,6.0,11.0,남향,2.0,1.0,불가능,25.0,9,G52Iz8V2B9,C플랫폼,2023-12-29,0
TRAIN_1912,전화확인,79500000.0,640000,20.07,6.0,17.0,남향,1.0,1.0,가능,18.0,2,G52Iz8V2B9,A플랫폼,2024-09-16,0
TRAIN_1913,현장확인,140000000.0,250000,27.48,3.0,5.0,서향,2.0,1.0,가능,10.0,0,R20Vy9K9I8,C플랫폼,2024-06-28,0
TRAIN_1914,전화확인,103500000.0,600000,29.84,9.0,10.0,남서향,2.0,1.0,가능,34.0,20,x68FU7B0S3,C플랫폼,2024-06-25,0
TRAIN_1915,현장확인,127000000.0,450000,19.83,2.0,6.0,동향,1.0,1.0,불가능,3.0,8,j79Xs5I3K0,A플랫폼,2024-02-10,0
TRAIN_1916,전화확인,399500000.0,580000,17.5,16.0,21.0,동향,1.0,1.0,가능,166.0,11,h01gF5M7X6,D플랫폼,2024-11-11,0
TRAIN_1917,현장확인,93500000.0,510000,19.52,9.0,11.0,동향,1.0,1.0,불가능,28.0,2,G52Iz8V2B9,A플랫폼,2023-10-06,0
TRAIN_1918,서류확인,88500000.0,610000,27.84,5.0,5.0,북향,1.0,1.0,불가능,5.0,10,b87Td0W4Y3,C플랫폼,2023-10-21,1
TRAIN_1919,전화확인,122500000.0,240000,20.1,4.0,7.0,남동향,1.0,1.0,가능,2.0,0,z54Fl0B2P9,A플랫폼,2024-11-07,0
TRAIN_1920,현장확인,75000000.0,230000,17.5,9.0,12.0,남동향,2.0,2.0,불가능,24.0,2,G52Iz8V2B9,B플랫폼,2023-09-25,0
TRAIN_1921,현장확인,99000000.0,380000,28.14,5.0,10.0,동향,1.0,1.0,가능,43.0,9,G52Iz8V2B9,A플랫폼,2023-12-08,0
TRAIN_1922,서류확인,192000000.0,290000,,4.0,4.0,동향,2.0,1.0,가능,1.0,11,S69fV9Z3J7,C플랫폼,2024-11-06,0
TRAIN_1923,현장확인,356500000.0,400000,27.16,9.0,10.0,남서향,2.0,1.0,가능,34.0,3,Y92Kc9R0Q8,I플랫폼,2024-12-09,0
TRAIN_1924,현장확인,155000000.0,140000,17.5,5.0,15.0,서향,1.0,1.0,불가능,42.0,7,G52Iz8V2B9,E플랫폼,2024-06-06,0
TRAIN_1925,전화확인,13000000.0,540000,,2.0,3.0,남향,2.0,1.0,가능,1.0,0,Q42YF3Y0I2,A플랫폼,2024-08-16,0
TRAIN_1926,현장확인,22000000.0,430000,18.54,14.0,21.0,북서향,1.0,1.0,가능,109.0,0,J07Zn4B0R7,C플랫폼,2024-06-11,1
TRAIN_1927,현장확인,397500000.0,730000,30.32,8.0,14.0,북향,1.0,1.0,가능,49.0,3,G52Iz8V2B9,B플랫폼,2024-05-29,0
TRAIN_1928,현장확인,111000000.0,650000,26.59,5.0,10.0,북동향,1.0,1.0,불가능,41.0,6,G52Iz8V2B9,D플랫폼,2025-01-23,0
TRAIN_1929,서류확인,191500000.0,260000,,,7.0,남서향,1.0,1.0,가능,1.0,11,l95dK3P5E2,D플랫폼,2024-08-01,0
TRAIN_1930,현장확인,356000000.0,150000,39.5,3.0,6.0,북향,2.0,1.0,가능,10.0,3,H24Fm1I5F3,A플랫폼,2025-01-09,0
TRAIN_1931,전화확인,73000000.0,420000,37.11,4.0,8.0,동향,1.0,1.0,불가능,,18,k52HR5N1Z1,C플랫폼,2024-05-23,1
TRAIN_1932,현장확인,163000000.0,160000,,2.0,4.0,남향,2.0,1.0,불가능,,0,A72Mx9C8U2,D플랫폼,2024-11-18,0
TRAIN_1933,전화확인,343000000.0,250000,38.79,6.0,17.0,동향,2.0,1.0,불가능,14.0,8,G52Iz8V2B9,B플랫폼,2024-03-20,0
TRAIN_1934,현장확인,157500000.0,690000,29.98,5.0,6.0,동향,2.0,1.0,가능,17.0,3,i77IK3Y8B7,G플랫폼,2024-12-25,0
TRAIN_1935,현장확인,10500000.0,640000,,2.0,4.0,서향,2.0,1.0,가능,1.0,0,j90UQ8N6M3,A플랫폼,2024-09-22,0
TRAIN_1936,현장확인,153000000.0,130000,,4.0,7.0,북향,2.0,1.0,불가능,6.0,15,O47hX9Z3L9,A플랫폼,2023-04-28,1
TRAIN_1937,현장확인,93500000.0,620000,25.58,,7.0,서향,2.0,1.0,가능,5.0,4,f41Wq8P7T9,A플랫폼,2024-11-06,0
TRAIN_1938,현장확인,69000000.0,120000,25.08,12.0,21.0,서향,1.0,1.0,불가능,19.0,0,G52Iz8V2B9,E플랫폼,2024-11-30,0
TRAIN_1939,현장확인,21500000.0,580000,21.35,15.0,15.0,서향,1.0,1.0,불가능,31.0,0,G52Iz8V2B9,B플랫폼,2024-07-25,0
TRAIN_1940,서류확인,28000000.0,620000,,4.0,4.0,남향,1.0,1.0,불가능,,7,H90uE4C0W5,A플랫폼,2024-08-10,0
TRAIN_1941,현장확인,153500000.0,710000,,3.0,7.0,서향,1.0,1.0,불가능,6.0,0,K86UF7I0P3,C플랫폼,2024-09-14,0
TRAIN_1942,서류확인,175500000.0,600000,32.83,7.0,10.0,북동향,1.0,1.0,가능,49.0,10,G52Iz8V2B9,A플랫폼,2025-02-13,0
TRAIN_1943,전화확인,397500000.0,550000,25.85,4.0,8.0,남동향,1.0,1.0,불가능,50.0,4,G52Iz8V2B9,C플랫폼,2023-09-01,0
TRAIN_1944,현장확인,24500000.0,190000,26.44,2.0,5.0,남향,1.0,1.0,가능,4.0,1,Q42YF3Y0I2,A플랫폼,2024-11-06,0
TRAIN_1945,현장확인,14500000.0,210000,,2.0,3.0,동향,2.0,1.0,가능,1.0,0,j90UQ8N6M3,A플랫폼,2024-09-20,0
TRAIN_1946,현장확인,92500000.0,610000,,6.0,7.0,동향,1.0,1.0,불가능,,5,Z81Jv8Z5G2,H플랫폼,2024-10-27,0
TRAIN_1947,서류확인,26000000.0,230000,27.51,6.0,7.0,북서향,2.0,1.0,가능,19.0,2,A18IU3D9M4,B플랫폼,2024-10-05,0
TRAIN_1948,현장확인,350000000.0,490000,37.85,4.0,9.0,북향,2.0,1.0,불가능,3.0,11,P16QI7E8K3,D플랫폼,2023-08-11,1
TRAIN_1949,서류확인,30500000.0,350000,17.5,5.0,5.0,북향,2.0,2.0,불가능,3.0,13,G52Iz8V2B9,C플랫폼,2024-03-16,0
TRAIN_1950,현장확인,131500000.0,530000,46.41,,6.0,서향,2.0,1.0,가능,,5,h32je0U3R6,B플랫폼,2024-08-12,0
TRAIN_1951,현장확인,389500000.0,610000,26.4,2.0,3.0,남서향,1.0,1.0,불가능,,0,U93ap2F8Z1,C플랫폼,2024-11-09,0
TRAIN_1952,현장확인,9000000.0,100000,,4.0,6.0,서향,2.0,1.0,가능,4.0,13,M02bn7Y4P0,A플랫폼,2024-08-29,0
TRAIN_1953,현장확인,136000000.0,560000,22.9,4.0,14.0,동향,1.0,1.0,가능,41.0,1,G52Iz8V2B9,B플랫폼,2023-12-15,0
TRAIN_1954,현장확인,27000000.0,370000,28.52,5.0,5.0,남동향,2.0,1.0,가능,1.0,2,R20Vy9K9I8,C플랫폼,2024-10-03,0
TRAIN_1955,현장확인,144500000.0,320000,,3.0,5.0,동향,1.0,1.0,불가능,,0,N45gM0M7R0,B플랫폼,2024-11-24,0
TRAIN_1956,현장확인,380500000.0,100000,,3.0,4.0,남동향,2.0,1.0,불가능,,3,Q39nx9D3P1,D플랫폼,2024-08-17,0
TRAIN_1957,전화확인,348500000.0,50000,17.5,5.0,17.0,동향,1.0,1.0,가능,21.0,7,G52Iz8V2B9,F플랫폼,2024-09-03,0
TRAIN_1958,현장확인,12500000.0,110000,,4.0,7.0,서향,1.0,1.0,불가능,,15,H90uE4C0W5,A플랫폼,2023-09-16,1
TRAIN_1959,서류확인,142500000.0,330000,29.7,5.0,5.0,서향,1.0,1.0,불가능,,0,U93ap2F8Z1,C플랫폼,2023-11-26,1
TRAIN_1960,현장확인,84000000.0,290000,,2.0,6.0,남향,1.0,1.0,가능,1.0,0,b87Td0W4Y3,C플랫폼,2024-02-25,1
TRAIN_1961,현장확인,404000000.0,200000,19.77,18.0,19.0,동향,2.0,1.0,가능,47.0,0,G52Iz8V2B9,A플랫폼,2025-02-03,0
TRAIN_1962,서류확인,70000000.0,110000,22.23,11.0,18.0,남향,2.0,2.0,불가능,44.0,12,G52Iz8V2B9,A플랫폼,2024-07-27,0
TRAIN_1963,전화확인,28500000.0,380000,34.71,3.0,9.0,남향,1.0,1.0,가능,18.0,11,w94Qb4G0K5,B플랫폼,2024-09-09,0
TRAIN_1964,현장확인,120500000.0,610000,,,,북서향,,,가능,1.0,0,M02bn7Y4P0,D플랫폼,2025-01-09,0
TRAIN_1965,현장확인,116000000.0,370000,28.27,2.0,7.0,서향,1.0,1.0,가능,25.0,20,G52Iz8V2B9,J플랫폼,2024-02-03,0
TRAIN_1966,전화확인,112500000.0,230000,,3.0,7.0,남향,1.0,1.0,가능,,8,g44jq5J7D0,B플랫폼,2024-12-22,0
TRAIN_1967,서류확인,184500000.0,170000,27.46,1.0,2.0,남향,1.0,1.0,불가능,33.0,12,G52Iz8V2B9,C플랫폼,2024-02-12,0
